keggID,DECount,Expect,N,notDECount,DEGsRatio,GeneRatio,BgRatio,p,adjP,FDR,Class,Description,SubVsCont
ath03440,14,12.347931873479318,64,50,14/64,14/1015,50/4110,0.637910477757272,0.637910477757272,0.637910477757272,Genetic Information Processing; Replication and repair,Homologous recombination,gad1CS_subVScont
ath00562,17,15.311435523114355,79,62,17/79,17/1015,62/4110,0.6707846071120152,0.6707846071120152,0.6707846071120152,Metabolism; Carbohydrate metabolism,Inositol phosphate metabolism,gad1CS_subVScont
ath00945,2,1.7287104622871046,9,7,2/9,2/1015,7/4110,0.6950068099263648,0.6950068099263648,0.6950068099263648,Metabolism; Biosynthesis of other secondary metabolites,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",gad1CS_subVScont
ath04136,9,7.902676399026764,41,32,9/41,9/1015,32/4110,0.6956230338159569,0.6956230338159569,0.6956230338159569,Cellular Processes; Transport and catabolism,Autophagy - other,gad1CS_subVScont
ath00010,25,23.214111922141118,119,94,25/119,25/1015,94/4110,0.7273678422397266,0.7273678422397266,0.7273678422397266,Metabolism; Carbohydrate metabolism,Glycolysis / Gluconeogenesis,gad1CS_subVScont
ath00561,14,12.841849148418492,66,52,14/66,14/1015,52/4110,0.7564177520992044,0.7564177520992044,0.7564177520992044,Metabolism; Lipid metabolism,Glycerolipid metabolism,gad1CS_subVScont
ath00511,4,3.704379562043796,19,15,4/19,4/1015,15/4110,0.7794359045216223,0.7794359045216223,0.7794359045216223,Metabolism; Glycan biosynthesis and metabolism,Other glycan degradation,gad1CS_subVScont
ath00760,4,3.704379562043796,19,15,4/19,4/1015,15/4110,0.7794359045216223,0.7794359045216223,0.7794359045216223,Metabolism; Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,gad1CS_subVScont
ath00770,7,6.6678832116788325,34,27,7/34,7/1015,27/4110,0.8314810696825966,0.8314810696825966,0.8314810696825966,Metabolism; Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,gad1CS_subVScont
ath00300,3,2.9635036496350367,15,12,3/15,3/1015,12/4110,1,1,1,Metabolism; Amino acid metabolism,Lysine biosynthesis,gad1CS_subVScont
ath00590,4,3.951338199513382,20,16,4/20,4/1015,16/4110,1,1,1,Metabolism; Lipid metabolism,Arachidonic acid metabolism,gad1CS_subVScont
ath04075,116,63.911827384123605,291,175,116/291,116/1371,175/3754,5.429115025752198e-7,5.429115025752198e-7,5.429115025752198e-7,Environmental Information Processing; Signal transduction,Plant hormone signal transduction,gad1SALK_subVScont
ath00860,29,8.765050612679808,53,24,29/53,29/1371,24/3754,1.5021968135452347e-5,1.5021968135452347e-5,1.5021968135452347e-5,Metabolism; Metabolism of cofactors and vitamins,Porphyrin metabolism,gad1SALK_subVScont
ath04016,59,29.21683537559936,139,80,59/139,59/1371,80/3754,5.663650290106681e-5,5.663650290106681e-5,5.663650290106681e-5,Environmental Information Processing; Signal transduction,MAPK signaling pathway - plant,gad1SALK_subVScont
ath00270,50,27.02557272242941,124,74,50/124,50/1371,74/3754,9.342606650253267e-4,9.342606650253267e-4,9.342606650253267e-4,Metabolism; Amino acid metabolism,Cysteine and methionine metabolism,gad1SALK_subVScont
ath00062,19,6.208577517314864,36,17,19/36,19/1371,17/3754,9.62697551169156e-4,9.62697551169156e-4,9.62697551169156e-4,Metabolism; Lipid metabolism,Fatty acid elongation,gad1SALK_subVScont
ath00966,15,4.017314864144912,26,11,15/26,15/1371,11/3754,0.0011245724437466457,0.0011245724437466457,0.0011245724437466457,Metabolism; Biosynthesis of other secondary metabolites,Glucosinolate biosynthesis,gad1SALK_subVScont
ath00480,42,22.277836973894512,103,61,42/103,42/1371,61/3754,0.002189543251539262,0.002189543251539262,0.002189543251539262,Metabolism; Metabolism of other amino acids,Glutathione metabolism,gad1SALK_subVScont
ath00920,20,8.034629728289824,42,22,20/42,20/1371,22/3754,0.0043116872205516635,0.0043116872205516635,0.0043116872205516635,Metabolism; Energy metabolism,Sulfur metabolism,gad1SALK_subVScont
ath00999,28,13.512786361214705,65,37,28/65,28/1371,37/3754,0.00441775821034184,0.00441775821034184,0.00441775821034184,Metabolism; Biosynthesis of other secondary metabolites,Biosynthesis of various plant secondary metabolites,gad1SALK_subVScont
ath00908,16,5.843367075119872,32,16,16/32,16/1371,16/3754,0.004687700783748043,0.004687700783748043,0.004687700783748043,Metabolism; Metabolism of terpenoids and polyketides,Zeatin biosynthesis,gad1SALK_subVScont
ath00906,15,5.112946190729888,29,14,15/29,15/1371,14/3754,0.004936010245021862,0.004936010245021862,0.004936010245021862,Metabolism; Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,gad1SALK_subVScont
ath02010,29,14.243207245604689,68,39,29/68,29/1371,39/3754,0.005274123257997053,0.005274123257997053,0.005274123257997053,Environmental Information Processing; Membrane transport,ABC transporters,gad1SALK_subVScont
ath00130,18,7.669419286094832,39,21,18/39,18/1371,21/3754,0.009903786120187951,0.009903786120187951,0.009903786120187951,Metabolism; Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis,gad1SALK_subVScont
ath00290,11,3.65210442194992,21,10,11/21,11/1371,10/3754,0.012307895495169571,0.012307895495169571,0.012307895495169571,Metabolism; Amino acid metabolism,"Valine, leucine and isoleucine biosynthesis",gad1SALK_subVScont
ath03030,21,9.860681939264785,48,27,21/48,21/1371,27/3754,0.012813044169948506,0.012813044169948506,0.012813044169948506,Genetic Information Processing; Replication and repair,DNA replication,gad1SALK_subVScont
ath00630,31,17.164890783164623,78,47,31/78,31/1371,47/3754,0.013620593358439362,0.013620593358439362,0.013620593358439362,Metabolism; Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,gad1SALK_subVScont
ath00500,60,40.53835908364411,171,111,60/171,60/1371,111/3754,0.013894689129521815,0.013894689129521815,0.013894689129521815,Metabolism; Carbohydrate metabolism,Starch and sucrose metabolism,gad1SALK_subVScont
ath00592,19,8.765050612679808,43,24,19/43,19/1371,24/3754,0.014346053516389413,0.014346053516389413,0.014346053516389413,Metabolism; Lipid metabolism,alpha-Linolenic acid metabolism,gad1SALK_subVScont
ath04626,70,48.93819925412893,204,134,70/204,70/1371,134/3754,0.015294572995940062,0.015294572995940062,0.015294572995940062,Organismal Systems; Environmental adaptation,Plant-pathogen interaction,gad1SALK_subVScont
ath00261,8,2.191262653169952,14,6,8/14,8/1371,6/3754,0.015621356849301445,0.015621356849301445,0.015621356849301445,Metabolism; Biosynthesis of other secondary metabolites,Monobactam biosynthesis,gad1SALK_subVScont
ath00780,9,2.556473095364944,16,7,9/16,9/1371,7/3754,0.018633912086163516,0.018633912086163516,0.018633912086163516,Metabolism; Metabolism of cofactors and vitamins,Biotin metabolism,gad1SALK_subVScont
ath00250,21,10.95631326584976,51,30,21/51,21/1371,30/3754,0.025250902651534846,0.025250902651534846,0.025250902651534846,Metabolism; Amino acid metabolism,"Alanine, aspartate and glutamate metabolism",gad1SALK_subVScont
ath00710,27,15.338838572189664,69,42,27/69,27/1371,42/3754,0.02743747517563758,0.02743747517563758,0.02743747517563758,Metabolism; Energy metabolism,Carbon fixation in photosynthetic organisms,gad1SALK_subVScont
ath00260,27,15.704049014384657,70,43,27/70,27/1371,43/3754,0.029312066375533945,0.029312066375533945,0.029312066375533945,Metabolism; Amino acid metabolism,"Glycine, serine and threonine metabolism",gad1SALK_subVScont
ath00450,9,3.286893979754928,18,9,9/18,9/1371,9/3754,0.03318997594341391,0.03318997594341391,0.03318997594341391,Metabolism; Metabolism of other amino acids,Selenocompound metabolism,gad1SALK_subVScont
ath00940,45,30.312466702184338,128,83,45/128,45/1371,83/3754,0.033578208743110245,0.033578208743110245,0.033578208743110245,Metabolism; Biosynthesis of other secondary metabolites,Phenylpropanoid biosynthesis,gad1SALK_subVScont
ath00910,18,9.1302610548748,43,25,18/43,18/1371,25/3754,0.036068891725774196,0.036068891725774196,0.036068891725774196,Metabolism; Energy metabolism,Nitrogen metabolism,gad1SALK_subVScont
ath00280,21,11.321523708044753,52,31,21/52,21/1371,31/3754,0.039034106376263665,0.039034106376263665,0.039034106376263665,Metabolism; Amino acid metabolism,"Valine, leucine and isoleucine degradation",gad1SALK_subVScont
ath00053,24,14.243207245604689,63,39,24/63,24/1371,39/3754,0.045276777684228886,0.045276777684228886,0.045276777684228886,Metabolism; Carbohydrate metabolism,Ascorbate and aldarate metabolism,gad1SALK_subVScont
ath00410,19,10.225892381459776,47,28,19/47,19/1371,28/3754,0.04537816297128928,0.04537816297128928,0.04537816297128928,Metabolism; Metabolism of other amino acids,beta-Alanine metabolism,gad1SALK_subVScont
ath00950,10,4.382525306339904,22,12,10/22,10/1371,12/3754,0.05486582643374356,0.05486582643374356,0.05486582643374356,Metabolism; Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis,gad1SALK_subVScont
ath00220,15,7.669419286094832,36,21,15/36,15/1371,21/3754,0.05683013889914606,0.05683013889914606,0.05683013889914606,Metabolism; Amino acid metabolism,Arginine biosynthesis,gad1SALK_subVScont
ath00901,3,0.365210442194992,4,1,3/4,3/1371,1/3754,0.06113845906579436,0.06113845906579436,0.06113845906579436,Metabolism; Biosynthesis of other secondary metabolites,Indole alkaloid biosynthesis,gad1SALK_subVScont
ath00944,3,0.365210442194992,4,1,3/4,3/1371,1/3754,0.06113845906579436,0.06113845906579436,0.06113845906579436,Metabolism; Biosynthesis of other secondary metabolites,Flavone and flavonol biosynthesis,gad1SALK_subVScont
ath00591,5,1.460841768779968,9,4,5/9,5/1371,4/3754,0.06369617469888032,0.06369617469888032,0.06369617469888032,Metabolism; Lipid metabolism,Linoleic acid metabolism,gad1SALK_subVScont
ath00230,31,20.45178476291955,87,56,31/87,31/1371,56/3754,0.06663004279605009,0.06663004279605009,0.06663004279605009,Metabolism; Nucleotide metabolism,Purine metabolism,gad1SALK_subVScont
ath04136,16,9.1302610548748,41,25,16/41,16/1371,25/3754,0.07850904042666301,0.07850904042666301,0.07850904042666301,Cellular Processes; Transport and catabolism,Autophagy - other,gad1SALK_subVScont
ath00520,44,32.50372935535429,133,89,44/133,44/1371,89/3754,0.11167537475586924,0.11167537475586924,0.11167537475586924,Metabolism; Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,gad1SALK_subVScont
ath00360,13,7.30420884389984,33,20,13/33,13/1371,20/3754,0.11406414110108958,0.11406414110108958,0.11406414110108958,Metabolism; Amino acid metabolism,Phenylalanine metabolism,gad1SALK_subVScont
ath00601,3,0.730420884389984,5,2,3/5,3/1371,2/3754,0.12273606832013416,0.12273606832013416,0.12273606832013416,Metabolism; Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,gad1SALK_subVScont
ath00100,14,8.034629728289824,36,22,14/36,14/1371,22/3754,0.12832255101235843,0.12832255101235843,0.12832255101235843,Metabolism; Lipid metabolism,Steroid biosynthesis,gad1SALK_subVScont
ath00960,14,8.034629728289824,36,22,14/36,14/1371,22/3754,0.12832255101235843,0.12832255101235843,0.12832255101235843,Metabolism; Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis",gad1SALK_subVScont
ath00564,33,24.103889184869473,99,66,33/99,33/1371,66/3754,0.1371513996104105,0.1371513996104105,0.1371513996104105,Metabolism; Lipid metabolism,Glycerophospholipid metabolism,gad1SALK_subVScont
ath00300,7,2.921683537559936,15,8,7/15,7/1371,8/3754,0.13838570186821594,0.13838570186821594,0.13838570186821594,Metabolism; Amino acid metabolism,Lysine biosynthesis,gad1SALK_subVScont
ath00350,15,9.495471497069792,41,26,15/41,15/1371,26/3754,0.1584103982922139,0.1584103982922139,0.1584103982922139,Metabolism; Amino acid metabolism,Tyrosine metabolism,gad1SALK_subVScont
ath00460,24,16.799680340969633,70,46,24/70,24/1371,46/3754,0.17318605405151208,0.17318605405151208,0.17318605405151208,Metabolism; Metabolism of other amino acids,Cyanoamino acid metabolism,gad1SALK_subVScont
ath00565,10,5.843367075119872,26,16,10/26,10/1371,16/3754,0.18513655420499375,0.18513655420499375,0.18513655420499375,Metabolism; Lipid metabolism,Ether lipid metabolism,gad1SALK_subVScont
ath00240,22,15.338838572189664,64,42,22/64,22/1371,42/3754,0.19982964993167174,0.19982964993167174,0.19982964993167174,Metabolism; Nucleotide metabolism,Pyrimidine metabolism,gad1SALK_subVScont
ath00904,8,4.747735748534896,21,13,8/21,8/1371,13/3754,0.22736832662068926,0.22736832662068926,0.22736832662068926,Metabolism; Metabolism of terpenoids and polyketides,Diterpenoid biosynthesis,gad1SALK_subVScont
ath00195,25,18.990942994139584,77,52,25/77,25/1371,52/3754,0.2458075682045219,0.2458075682045219,0.2458075682045219,Metabolism; Energy metabolism,Photosynthesis,gad1SALK_subVScont
ath00071,16,11.321523708044753,47,31,16/47,16/1371,31/3754,0.25033369952484774,0.25033369952484774,0.25033369952484774,Metabolism; Lipid metabolism,Fatty acid degradation,gad1SALK_subVScont
ath00905,4,1.82605221097496,9,5,4/9,4/1371,5/3754,0.2603053969753364,0.2603053969753364,0.2603053969753364,Metabolism; Metabolism of terpenoids and polyketides,Brassinosteroid biosynthesis,gad1SALK_subVScont
ath00941,9,5.843367075119872,25,16,9/25,9/1371,16/3754,0.3634179440886889,0.3634179440886889,0.3634179440886889,Metabolism; Biosynthesis of other secondary metabolites,Flavonoid biosynthesis,gad1SALK_subVScont
ath04712,13,9.495471497069792,39,26,13/39,13/1371,26/3754,0.3651057086040769,0.3651057086040769,0.3651057086040769,Organismal Systems; Environmental adaptation,Circadian rhythm - plant,gad1SALK_subVScont
ath00040,33,27.390783164624402,108,75,33/108,33/1371,75/3754,0.379733606870353,0.379733606870353,0.379733606870353,Metabolism; Carbohydrate metabolism,Pentose and glucuronate interconversions,gad1SALK_subVScont
ath00061,14,10.591102823654769,43,29,14/43,14/1371,29/3754,0.38927812968527387,0.38927812968527387,0.38927812968527387,Metabolism; Lipid metabolism,Fatty acid biosynthesis,gad1SALK_subVScont
ath00660,3,1.460841768779968,7,4,3/7,3/1371,4/3754,0.3936268108277533,0.3936268108277533,0.3936268108277533,Metabolism; Carbohydrate metabolism,C5-Branched dibasic acid metabolism,gad1SALK_subVScont
ath00010,36,30.312466702184338,119,83,36/119,36/1371,83/3754,0.40194770294738175,0.40194770294738175,0.40194770294738175,Metabolism; Carbohydrate metabolism,Glycolysis / Gluconeogenesis,gad1SALK_subVScont
ath00670,7,5.112946190729888,21,14,7/21,7/1371,14/3754,0.46712904720846055,0.46712904720846055,0.46712904720846055,Metabolism; Metabolism of cofactors and vitamins,One carbon pool by folate,gad1SALK_subVScont
ath00640,13,10.225892381459776,41,28,13/41,13/1371,28/3754,0.4801463496784731,0.4801463496784731,0.4801463496784731,Metabolism; Carbohydrate metabolism,Propanoate metabolism,gad1SALK_subVScont
ath00603,4,2.556473095364944,11,7,4/11,4/1371,7/3754,0.4989277410975929,0.4989277410975929,0.4989277410975929,Metabolism; Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,gad1SALK_subVScont
ath01040,8,6.208577517314864,25,17,8/25,8/1371,17/3754,0.5063837745253391,0.5063837745253391,0.5063837745253391,Metabolism; Lipid metabolism,Biosynthesis of unsaturated fatty acids,gad1SALK_subVScont
ath00020,19,16.43446989877464,64,45,19/64,19/1371,45/3754,0.5722815049768193,0.5722815049768193,0.5722815049768193,Metabolism; Carbohydrate metabolism,Citrate cycle (TCA cycle),gad1SALK_subVScont
ath00380,19,16.43446989877464,64,45,19/64,19/1371,45/3754,0.5722815049768193,0.5722815049768193,0.5722815049768193,Metabolism; Amino acid metabolism,Tryptophan metabolism,gad1SALK_subVScont
ath03410,13,10.591102823654769,42,29,13/42,13/1371,29/3754,0.5993165142468933,0.5993165142468933,0.5993165142468933,Genetic Information Processing; Replication and repair,Base excision repair,gad1SALK_subVScont
ath00196,7,5.47815663292488,22,15,7/22,7/1371,15/3754,0.6300301770029272,0.6300301770029272,0.6300301770029272,Metabolism; Energy metabolism,Photosynthesis - antenna proteins,gad1SALK_subVScont
ath00330,16,13.877996803409696,54,38,16/54,16/1371,38/3754,0.6436414689103749,0.6436414689103749,0.6436414689103749,Metabolism; Amino acid metabolism,Arginine and proline metabolism,gad1SALK_subVScont
ath00052,17,14.60841768779968,57,40,17/57,17/1371,40/3754,0.6516233073789062,0.6516233073789062,0.6516233073789062,Metabolism; Carbohydrate metabolism,Galactose metabolism,gad1SALK_subVScont
ath00770,10,8.765050612679808,34,24,10/34,10/1371,24/3754,0.7003148173065061,0.7003148173065061,0.7003148173065061,Metabolism; Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,gad1SALK_subVScont
ath00531,3,2.556473095364944,10,7,3/10,3/1371,7/3754,0.7329698964081788,0.7329698964081788,0.7329698964081788,Metabolism; Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,gad1SALK_subVScont
ath00562,22,20.816995205114544,79,57,22/79,22/1371,57/3754,0.7989026535411498,0.7989026535411498,0.7989026535411498,Metabolism; Carbohydrate metabolism,Inositol phosphate metabolism,gad1SALK_subVScont
ath04145,23,21.91262653169952,83,60,23/83,23/1371,60/3754,0.8039584781289166,0.8039584781289166,0.8039584781289166,Cellular Processes; Transport and catabolism,Phagosome,gad1SALK_subVScont
ath00030,16,15.338838572189664,58,42,16/58,16/1371,42/3754,0.8818437246037102,0.8818437246037102,0.8818437246037102,Metabolism; Carbohydrate metabolism,Pentose phosphate pathway,gad1SALK_subVScont
ath00561,18,17.530101225359616,66,48,18/66,18/1371,48/3754,0.8894867011412182,0.8894867011412182,0.8894867011412182,Metabolism; Lipid metabolism,Glycerolipid metabolism,gad1SALK_subVScont
ath04146,24,23.373468300479487,88,64,24/88,24/1371,64/3754,0.9036065150987911,0.9036065150987911,0.9036065150987911,Cellular Processes; Transport and catabolism,Peroxisome,gad1SALK_subVScont
ath03430,10,9.860681939264785,37,27,10/37,10/1371,27/3754,0.9999999999999999,0.9999999999999999,0.9999999999999999,Genetic Information Processing; Replication and repair,Mismatch repair,gad1SALK_subVScont
ath00620,26,25.929941395844434,97,71,26/97,26/1371,71/3754,1,1,1,Metabolism; Carbohydrate metabolism,Pyruvate metabolism,gad1SALK_subVScont
ath00902,2,1.82605221097496,7,5,2/7,2/1371,5/3754,1,1,1,Metabolism; Metabolism of terpenoids and polyketides,Monoterpenoid biosynthesis,gad1SALK_subVScont
ath04075,101,43.17768199233716,291,190,101/291,101/949,190/4176,1.613930036209687e-11,1.613930036209687e-11,1.613930036209687e-11,Environmental Information Processing; Signal transduction,Plant hormone signal transduction,gad21_subVScont
ath00860,22,7.04477969348659,53,31,22/53,22/949,31/4176,9.898395795434202e-5,9.898395795434202e-5,9.898395795434202e-5,Metabolism; Metabolism of cofactors and vitamins,Porphyrin metabolism,gad21_subVScont
ath04016,41,22.2705938697318,139,98,41/139,41/949,98/4176,0.001268026093983809,0.001268026093983809,0.001268026093983809,Environmental Information Processing; Signal transduction,MAPK signaling pathway - plant,gad21_subVScont
ath00480,32,16.134818007662837,103,71,32/103,32/949,71/4176,0.0018832784725050285,0.0018832784725050285,0.0018832784725050285,Metabolism; Metabolism of other amino acids,Glutathione metabolism,gad21_subVScont
ath00130,15,5.454022988505747,39,24,15/39,15/949,24/4176,0.0030504746073665477,0.0030504746073665477,0.0030504746073665477,Metabolism; Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis,gad21_subVScont
ath00196,10,2.7270114942528734,22,12,10/22,10/949,12/4176,0.0033690625112135276,0.0033690625112135276,0.0033690625112135276,Metabolism; Energy metabolism,Photosynthesis - antenna proteins,gad21_subVScont
ath00062,14,4.999521072796935,36,22,14/36,14/949,22/4176,0.0039303357976265855,0.0039303357976265855,0.0039303357976265855,Metabolism; Lipid metabolism,Fatty acid elongation,gad21_subVScont
ath04626,54,34.08764367816092,204,150,54/204,54/949,150/4176,0.004202040978299599,0.004202040978299599,0.004202040978299599,Organismal Systems; Environmental adaptation,Plant-pathogen interaction,gad21_subVScont
ath00908,13,4.317768199233717,32,19,13/32,13/949,19/4176,0.004332484914934029,0.004332484914934029,0.004332484914934029,Metabolism; Metabolism of terpenoids and polyketides,Zeatin biosynthesis,gad21_subVScont
ath00910,15,6.3630268199233715,43,28,15/43,15/949,28/4176,0.009448457019716847,0.009448457019716847,0.009448457019716847,Metabolism; Energy metabolism,Nitrogen metabolism,gad21_subVScont
ath00591,5,0.9090038314176245,9,4,5/9,5/949,4/4176,0.014032583856919382,0.014032583856919382,0.014032583856919382,Metabolism; Lipid metabolism,Linoleic acid metabolism,gad21_subVScont
ath00940,35,21.13433908045977,128,93,35/128,35/949,93/4176,0.014864614439037529,0.014864614439037529,0.014864614439037529,Metabolism; Biosynthesis of other secondary metabolites,Phenylpropanoid biosynthesis,gad21_subVScont
ath00053,19,9.99904214559387,63,44,19/63,19/949,44/4176,0.02186401252588079,0.02186401252588079,0.02186401252588079,Metabolism; Carbohydrate metabolism,Ascorbate and aldarate metabolism,gad21_subVScont
ath00410,15,7.272030651340996,47,32,15/47,15/949,32/4176,0.023207004140761184,0.023207004140761184,0.023207004140761184,Metabolism; Metabolism of other amino acids,beta-Alanine metabolism,gad21_subVScont
ath00270,33,20.679837164750957,124,91,33/124,33/949,91/4176,0.025428210569807964,0.025428210569807964,0.025428210569807964,Metabolism; Amino acid metabolism,Cysteine and methionine metabolism,gad21_subVScont
ath00592,14,6.590277777777778,43,29,14/43,14/949,29/4176,0.027608599084964925,0.027608599084964925,0.027608599084964925,Metabolism; Lipid metabolism,alpha-Linolenic acid metabolism,gad21_subVScont
ath00710,20,11.1352969348659,69,49,20/69,20/949,49/4176,0.028984088901245944,0.028984088901245944,0.028984088901245944,Metabolism; Energy metabolism,Carbon fixation in photosynthetic organisms,gad21_subVScont
ath00100,12,5.454022988505747,36,24,12/36,12/949,24/4176,0.02984734867726341,0.02984734867726341,0.02984734867726341,Metabolism; Lipid metabolism,Steroid biosynthesis,gad21_subVScont
ath00999,19,10.453544061302683,65,46,19/65,19/949,46/4176,0.035104236956449354,0.035104236956449354,0.035104236956449354,Metabolism; Biosynthesis of other secondary metabolites,Biosynthesis of various plant secondary metabolites,gad21_subVScont
ath03030,15,7.499281609195402,48,33,15/48,15/949,33/4176,0.03727505267983893,0.03727505267983893,0.03727505267983893,Genetic Information Processing; Replication and repair,DNA replication,gad21_subVScont
ath00240,18,10.453544061302683,64,46,18/64,18/949,46/4176,0.05217918858714558,0.05217918858714558,0.05217918858714558,Metabolism; Nucleotide metabolism,Pyrimidine metabolism,gad21_subVScont
ath00071,14,7.499281609195402,47,33,14/47,14/949,33/4176,0.057413991378809565,0.057413991378809565,0.057413991378809565,Metabolism; Lipid metabolism,Fatty acid degradation,gad21_subVScont
ath00250,15,8.181034482758621,51,36,15/51,15/949,36/4176,0.06709153952674662,0.06709153952674662,0.06709153952674662,Metabolism; Amino acid metabolism,"Alanine, aspartate and glutamate metabolism",gad21_subVScont
ath00905,4,1.1362547892720307,9,5,4/9,4/949,5/4176,0.06715230953876132,0.06715230953876132,0.06715230953876132,Metabolism; Metabolism of terpenoids and polyketides,Brassinosteroid biosynthesis,gad21_subVScont
ath00904,7,3.1815134099616857,21,14,7/21,7/949,14/4176,0.09071093289610745,0.09071093289610745,0.09071093289610745,Metabolism; Metabolism of terpenoids and polyketides,Diterpenoid biosynthesis,gad21_subVScont
ath00360,10,5.226772030651341,33,23,10/33,10/949,23/4176,0.11071870066571987,0.11071870066571987,0.11071870066571987,Metabolism; Amino acid metabolism,Phenylalanine metabolism,gad21_subVScont
ath02010,18,11.362547892720306,68,50,18/68,18/949,50/4176,0.1137927391779457,0.1137927391779457,0.1137927391779457,Environmental Information Processing; Membrane transport,ABC transporters,gad21_subVScont
ath00061,12,7.04477969348659,43,31,12/43,12/949,31/4176,0.11583759034558858,0.11583759034558858,0.11583759034558858,Metabolism; Lipid metabolism,Fatty acid biosynthesis,gad21_subVScont
ath00260,18,11.817049808429118,70,52,18/70,18/949,52/4176,0.12199749980482918,0.12199749980482918,0.12199749980482918,Metabolism; Amino acid metabolism,"Glycine, serine and threonine metabolism",gad21_subVScont
ath00966,8,4.0905172413793105,26,18,8/26,8/949,18/4176,0.12537136707364982,0.12537136707364982,0.12537136707364982,Metabolism; Biosynthesis of other secondary metabolites,Glucosinolate biosynthesis,gad21_subVScont
ath00040,26,18.634578544061302,108,82,26/108,26/949,82/4176,0.13380411248000204,0.13380411248000204,0.13380411248000204,Metabolism; Carbohydrate metabolism,Pentose and glucuronate interconversions,gad21_subVScont
ath00944,2,0.45450191570881227,4,2,2/4,2/949,2/4176,0.1583988493981068,0.1583988493981068,0.1583988493981068,Metabolism; Biosynthesis of other secondary metabolites,Flavone and flavonol biosynthesis,gad21_subVScont
ath00950,7,3.408764367816092,22,15,7/22,7/949,15/4176,0.16191249617565068,0.16191249617565068,0.16191249617565068,Metabolism; Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis,gad21_subVScont
ath00350,11,6.817528735632184,41,30,11/41,11/949,30/4176,0.1619336742313329,0.1619336742313329,0.1619336742313329,Metabolism; Amino acid metabolism,Tyrosine metabolism,gad21_subVScont
ath00195,19,13.180555555555555,77,58,19/77,19/949,58/4176,0.18182470924296015,0.18182470924296015,0.18182470924296015,Metabolism; Energy metabolism,Photosynthesis,gad21_subVScont
ath00220,10,5.908524904214559,36,26,10/36,10/949,26/4176,0.19223661953862825,0.19223661953862825,0.19223661953862825,Metabolism; Amino acid metabolism,Arginine biosynthesis,gad21_subVScont
ath00960,10,5.908524904214559,36,26,10/36,10/949,26/4176,0.19223661953862825,0.19223661953862825,0.19223661953862825,Metabolism; Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis",gad21_subVScont
ath03440,16,10.908045977011493,64,48,16/64,16/949,48/4176,0.19395871921570748,0.19395871921570748,0.19395871921570748,Genetic Information Processing; Replication and repair,Homologous recombination,gad21_subVScont
ath00780,5,2.4997605363984676,16,11,5/16,5/949,11/4176,0.19666525387705333,0.19666525387705333,0.19666525387705333,Metabolism; Metabolism of cofactors and vitamins,Biotin metabolism,gad21_subVScont
ath00941,7,4.0905172413793105,25,18,7/25,7/949,18/4176,0.20496977869149952,0.20496977869149952,0.20496977869149952,Metabolism; Biosynthesis of other secondary metabolites,Flavonoid biosynthesis,gad21_subVScont
ath01040,7,4.0905172413793105,25,18,7/25,7/949,18/4176,0.20496977869149952,0.20496977869149952,0.20496977869149952,Metabolism; Lipid metabolism,Biosynthesis of unsaturated fatty acids,gad21_subVScont
ath00280,13,8.862787356321839,52,39,13/52,13/949,39/4176,0.21311593369240436,0.21311593369240436,0.21311593369240436,Metabolism; Amino acid metabolism,"Valine, leucine and isoleucine degradation",gad21_subVScont
ath00601,2,0.6817528735632183,5,3,2/5,2/949,3/4176,0.23261223747994017,0.23261223747994017,0.23261223747994017,Metabolism; Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,gad21_subVScont
ath00500,37,30.45162835249042,171,134,37/171,37/949,134/4176,0.2723305688522555,0.2723305688522555,0.2723305688522555,Metabolism; Carbohydrate metabolism,Starch and sucrose metabolism,gad21_subVScont
ath00330,13,9.317289272030651,54,41,13/54,13/949,41/4176,0.2910790147382572,0.2910790147382572,0.2910790147382572,Metabolism; Amino acid metabolism,Arginine and proline metabolism,gad21_subVScont
ath00380,15,11.1352969348659,64,49,15/64,15/949,49/4176,0.32996160512310296,0.32996160512310296,0.32996160512310296,Metabolism; Amino acid metabolism,Tryptophan metabolism,gad21_subVScont
ath00460,16,12.27155172413793,70,54,16/70,16/949,54/4176,0.35240218200153495,0.35240218200153495,0.35240218200153495,Metabolism; Metabolism of other amino acids,Cyanoamino acid metabolism,gad21_subVScont
