GO_term,Descrip,DECount,Expect,N,DEGsRatio,GeneRatio,BgRatio,p,adjP,FDR,Expr,shortest_path,longest_path,terminal_node,ontology,Group
GO:0016757,"transferase activity, transferring glycosyl groups",102,75.41574462074486,647,102/647,102/2939,545/21239,0.005964764403211821,1,0.03608682463943151,Up,3,3,FALSE,MF,gad1SALK_subVScont
GO:0005548,phospholipid transporter activity,6,1.2453976175902821,15,6/15,6/2939,9/21239,0.006045412663633707,1,0.03644906020049945,Up,3,3,FALSE,MF,gad1SALK_subVScont
GO:0009083,branched-chain amino acid catabolic process,6,1.2453976175902821,15,6/15,6/2939,9/21239,0.006045412663633707,1,0.03644906020049945,Up,5,8,FALSE,BP,gad1SALK_subVScont
GO:0023056,positive regulation of signaling,23,11.485333584443712,106,23/106,23/2939,83/21239,0.006482292081842784,1,0.038063301314228824,Up,2,4,FALSE,BP,gad1SALK_subVScont
GO:0033356,UDP-L-arabinose metabolic process,5,0.8302650783935214,11,5/11,5/2939,6/21239,0.006482971348278804,1,0.038063301314228824,Up,4,7,FALSE,BP,gad1SALK_subVScont
GO:0042218,1-aminocyclopropane-1-carboxylate biosynthetic process,5,0.8302650783935214,11,5/11,5/2939,6/21239,0.006482971348278804,1,0.038063301314228824,Up,6,9,TRUE,BP,gad1SALK_subVScont
GO:0047893,flavonol 3-O-glucosyltransferase activity,5,0.8302650783935214,11,5/11,5/2939,6/21239,0.006482971348278804,1,0.038063301314228824,Up,6,7,TRUE,MF,gad1SALK_subVScont
GO:0051090,regulation of DNA-binding transcription factor activity,5,0.8302650783935214,11,5/11,5/2939,6/21239,0.006482971348278804,1,0.038063301314228824,Up,3,11,FALSE,BP,gad1SALK_subVScont
GO:0090158,endoplasmic reticulum membrane organization,5,0.8302650783935214,11,5/11,5/2939,6/21239,0.006482971348278804,1,0.038063301314228824,Up,5,6,FALSE,BP,gad1SALK_subVScont
GO:0120009,intermembrane lipid transfer,5,0.8302650783935214,11,5/11,5/2939,6/21239,0.006482971348278804,1,0.038063301314228824,Up,5,6,FALSE,BP,gad1SALK_subVScont
GO:0120013,lipid transfer activity,5,0.8302650783935214,11,5/11,5/2939,6/21239,0.006482971348278804,1,0.038063301314228824,Up,3,3,FALSE,MF,gad1SALK_subVScont
GO:0120014,phospholipid transfer activity,5,0.8302650783935214,11,5/11,5/2939,6/21239,0.006482971348278804,1,0.038063301314228824,Up,4,4,FALSE,MF,gad1SALK_subVScont
GO:0004737,pyruvate decarboxylase activity,3,0.1383775130655869,4,3/4,3/2939,1/21239,0.006524255458766943,1,0.038063301314228824,Up,5,5,TRUE,MF,gad1SALK_subVScont
GO:0006501,C-terminal protein lipidation,3,0.1383775130655869,4,3/4,3/2939,1/21239,0.006524255458766943,1,0.038063301314228824,Up,7,9,FALSE,BP,gad1SALK_subVScont
GO:0010295,(+)-abscisic acid 8'-hydroxylase activity,3,0.1383775130655869,4,3/4,3/2939,1/21239,0.006524255458766943,1,0.038063301314228824,Up,5,5,TRUE,MF,gad1SALK_subVScont
GO:0019482,beta-alanine metabolic process,3,0.1383775130655869,4,3/4,3/2939,1/21239,0.006524255458766943,1,0.038063301314228824,Up,4,7,FALSE,BP,gad1SALK_subVScont
GO:0019860,uracil metabolic process,3,0.1383775130655869,4,3/4,3/2939,1/21239,0.006524255458766943,1,0.038063301314228824,Up,4,8,FALSE,BP,gad1SALK_subVScont
GO:0043617,cellular response to sucrose starvation,3,0.1383775130655869,4,3/4,3/2939,1/21239,0.006524255458766943,1,0.038063301314228824,Up,5,7,TRUE,BP,gad1SALK_subVScont
GO:0045335,phagocytic vesicle,3,0.1383775130655869,4,3/4,3/2939,1/21239,0.006524255458766943,1,0.038063301314228824,Up,5,8,FALSE,CC,gad1SALK_subVScont
GO:1901681,sulfur compound binding,11,4.01294787890202,40,11/40,11/2939,29/21239,0.006733722752383494,1,0.039055591963824264,Up,2,2,FALSE,MF,gad1SALK_subVScont
GO:0071398,cellular response to fatty acid,23,11.623711097509299,107,23/107,23/2939,84/21239,0.006750620547760343,1,0.03908898927737796,Up,5,6,FALSE,BP,gad1SALK_subVScont
GO:0006206,pyrimidine nucleobase metabolic process,7,1.7989076698526296,20,7/20,7/2939,13/21239,0.007155865254452381,1,0.041231414085178004,Up,5,7,FALSE,BP,gad1SALK_subVScont
GO:0008066,glutamate receptor activity,7,1.7989076698526296,20,7/20,7/2939,13/21239,0.007155865254452381,1,0.041231414085178004,Up,4,4,FALSE,MF,gad1SALK_subVScont
GO:0051119,sugar transmembrane transporter activity,10,3.459437826639672,35,10/35,10/2939,25/21239,0.007191731419310415,1,0.04137014024649221,Up,4,4,FALSE,MF,gad1SALK_subVScont
GO:0031348,negative regulation of defense response,16,7.057253166344932,67,16/67,16/2939,51/21239,0.007363204617265469,1,0.04221811274834073,Up,3,6,FALSE,BP,gad1SALK_subVScont
GO:0006787,porphyrin-containing compound catabolic process,8,2.352417722114977,25,8/25,8/2939,17/21239,0.007554080513466998,1,0.043101249628871054,Up,5,6,FALSE,BP,gad1SALK_subVScont
GO:0009593,detection of chemical stimulus,8,2.352417722114977,25,8/25,8/2939,17/21239,0.007554080513466998,1,0.043101249628871054,Up,3,3,FALSE,BP,gad1SALK_subVScont
GO:0033015,tetrapyrrole catabolic process,8,2.352417722114977,25,8/25,8/2939,17/21239,0.007554080513466998,1,0.043101249628871054,Up,5,5,FALSE,BP,gad1SALK_subVScont
GO:0009808,lignin metabolic process,18,8.302650783935213,78,18/78,18/2939,60/21239,0.007870706802323914,1,0.04483491910609515,Up,4,5,FALSE,BP,gad1SALK_subVScont
GO:1990748,cellular detoxification,37,22.140402090493904,197,37/197,37/2939,160/21239,0.00811749445738473,1,0.04594240008219842,Up,2,5,FALSE,BP,gad1SALK_subVScont
GO:0097237,cellular response to toxic substance,37,22.27877960355949,198,37/198,37/2939,161/21239,0.008284897629908911,1,0.046814341035990935,Up,4,4,FALSE,BP,gad1SALK_subVScont
GO:0002218,activation of innate immune response,12,4.428080418098781,44,12/44,12/2939,32/21239,0.00842456877937556,1,0.04730808061736423,Up,3,9,FALSE,BP,gad1SALK_subVScont
GO:0002253,activation of immune response,12,4.428080418098781,44,12/44,12/2939,32/21239,0.00842456877937556,1,0.04730808061736423,Up,2,6,FALSE,BP,gad1SALK_subVScont
GO:1901699,cellular response to nitrogen compound,15,6.365365601016997,61,15/61,15/2939,46/21239,0.00887647741253157,1,0.04884448219821955,Up,4,4,FALSE,BP,gad1SALK_subVScont
GO:0009687,abscisic acid metabolic process,10,3.5978153397052592,36,10/36,10/2939,26/21239,0.008894734717772098,1,0.04884448219821955,Up,5,8,FALSE,BP,gad1SALK_subVScont
GO:0043288,apocarotenoid metabolic process,10,3.5978153397052592,36,10/36,10/2939,26/21239,0.008894734717772098,1,0.04884448219821955,Up,5,6,FALSE,BP,gad1SALK_subVScont
GO:1902644,tertiary alcohol metabolic process,10,3.5978153397052592,36,10/36,10/2939,26/21239,0.008894734717772098,1,0.04884448219821955,Up,4,5,FALSE,BP,gad1SALK_subVScont
GO:0016036,cellular response to phosphate starvation,18,8.579405810066387,80,18/80,18/2939,62/21239,0.008961723708364011,1,0.049135450769764555,Up,5,7,FALSE,BP,gad1SALK_subVScont
GO:0015171,amino acid transmembrane transporter activity,12,4.566457931164368,45,12/45,12/2939,33/21239,0.00912159957643777,1,0.04985621949177591,Up,5,7,FALSE,MF,gad1SALK_subVScont
GO:1901616,organic hydroxy compound catabolic process,12,4.566457931164368,45,12/45,12/2939,33/21239,0.00912159957643777,1,0.04985621949177591,Up,4,4,FALSE,BP,gad1SALK_subVScont
GO:0071395,cellular response to jasmonic acid stimulus,22,11.208578558312539,103,22/103,22/2939,81/21239,0.00913593493592463,1,0.04985691398158557,Up,5,6,FALSE,BP,gad1SALK_subVScont
GO:0035251,UDP-glucosyltransferase activity,28,15.775036489476905,142,28/142,28/2939,114/21239,0.0093809871405942,1,0.05111472651606374,Up,5,6,FALSE,MF,gad1SALK_subVScont
GO:1903008,organelle disassembly,9,3.0443052874429117,31,9/31,9/2939,22/21239,0.009456519393404804,1,0.0513667593675812,Up,5,5,FALSE,BP,gad1SALK_subVScont
GO:0099503,secretory vesicle,33,19.372851829182164,173,33/173,33/2939,140/21239,0.00958629893306195,1,0.051991225589048506,Up,4,7,FALSE,CC,gad1SALK_subVScont
GO:0015276,ligand-gated ion channel activity,8,2.4907952351805642,26,8/26,8/2939,18/21239,0.009769845186525804,1,0.05282340024579206,Up,5,7,FALSE,MF,gad1SALK_subVScont
GO:0022834,ligand-gated channel activity,8,2.4907952351805642,26,8/26,8/2939,18/21239,0.009769845186525804,1,0.05282340024579206,Up,6,6,FALSE,MF,gad1SALK_subVScont
GO:0004708,MAP kinase kinase activity,5,0.9686425914591082,12,5/12,5/2939,7/21239,0.010012231318294304,1,0.05388484615934772,Up,5,7,FALSE,MF,gad1SALK_subVScont
GO:0018871,1-aminocyclopropane-1-carboxylate metabolic process,5,0.9686425914591082,12,5/12,5/2939,7/21239,0.010012231318294304,1,0.05388484615934772,Up,5,8,FALSE,BP,gad1SALK_subVScont
GO:0016209,antioxidant activity,33,19.649606855313337,175,33/175,33/2939,142/21239,0.010126292510581426,1,0.053892548068710945,Up,1,1,FALSE,MF,gad1SALK_subVScont
GO:0000293,ferric-chelate reductase activity,4,0.5535100522623476,8,4/8,4/2939,4/21239,0.010167246173122441,1,0.053892548068710945,Up,5,5,TRUE,MF,gad1SALK_subVScont
GO:0006569,tryptophan catabolic process,4,0.5535100522623476,8,4/8,4/2939,4/21239,0.010167246173122441,1,0.053892548068710945,Up,6,9,FALSE,BP,gad1SALK_subVScont
GO:0015172,acidic amino acid transmembrane transporter activity,4,0.5535100522623476,8,4/8,4/2939,4/21239,0.010167246173122441,1,0.053892548068710945,Up,6,8,FALSE,MF,gad1SALK_subVScont
GO:0016723,"oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor",4,0.5535100522623476,8,4/8,4/2939,4/21239,0.010167246173122441,1,0.053892548068710945,Up,4,4,FALSE,MF,gad1SALK_subVScont
GO:0046218,indolalkylamine catabolic process,4,0.5535100522623476,8,4/8,4/2939,4/21239,0.010167246173122441,1,0.053892548068710945,Up,6,8,FALSE,BP,gad1SALK_subVScont
GO:0046864,isoprenoid transport,4,0.5535100522623476,8,4/8,4/2939,4/21239,0.010167246173122441,1,0.053892548068710945,Up,5,6,FALSE,BP,gad1SALK_subVScont
GO:0046865,terpenoid transport,4,0.5535100522623476,8,4/8,4/2939,4/21239,0.010167246173122441,1,0.053892548068710945,Up,6,7,FALSE,BP,gad1SALK_subVScont
GO:0071219,cellular response to molecule of bacterial origin,4,0.5535100522623476,8,4/8,4/2939,4/21239,0.010167246173122441,1,0.053892548068710945,Up,4,7,FALSE,BP,gad1SALK_subVScont
GO:0046906,tetrapyrrole binding,70,50.09265972974246,432,70/432,70/2939,362/21239,0.011454903289149616,1,0.06017253838566767,Up,3,3,FALSE,MF,gad1SALK_subVScont
GO:0098657,import into cell,9,3.1826828005084984,32,9/32,9/2939,23/21239,0.011767774333744787,1,0.061356790694072,Up,4,4,FALSE,BP,gad1SALK_subVScont
GO:0098869,cellular oxidant detoxification,34,20.618249446772445,183,34/183,34/2939,149/21239,0.011893076943039182,1,0.061734921587462264,Up,3,6,FALSE,BP,gad1SALK_subVScont
GO:0016798,"hydrolase activity, acting on glycosyl bonds",91,68.08173642826875,583,91/583,91/2939,492/21239,0.012206326308751103,1,0.06308100002563714,Up,3,3,FALSE,MF,gad1SALK_subVScont
GO:0015205,nucleobase transmembrane transporter activity,8,2.629172748246151,27,8/27,8/2939,19/21239,0.012433979562019455,1,0.06397483032716461,Up,3,3,FALSE,MF,gad1SALK_subVScont
GO:0015851,nucleobase transport,8,2.629172748246151,27,8/27,8/2939,19/21239,0.012433979562019455,1,0.06397483032716461,Up,5,5,FALSE,BP,gad1SALK_subVScont
GO:2000762,regulation of phenylpropanoid metabolic process,8,2.629172748246151,27,8/27,8/2939,19/21239,0.012433979562019455,1,0.06397483032716461,Up,4,5,FALSE,BP,gad1SALK_subVScont
GO:0071230,cellular response to amino acid stimulus,7,2.0756626959838034,22,7/22,7/2939,15/21239,0.012663391801514424,1,0.06496468104022532,Up,5,6,FALSE,BP,gad1SALK_subVScont
GO:0004190,aspartic-type endopeptidase activity,17,8.302650783935213,77,17/77,17/2939,60/21239,0.013136897221573218,1,0.06656711503945177,Up,6,6,FALSE,MF,gad1SALK_subVScont
GO:0005342,organic acid transmembrane transporter activity,17,8.302650783935213,77,17/77,17/2939,60/21239,0.013136897221573218,1,0.06656711503945177,Up,3,3,FALSE,MF,gad1SALK_subVScont
GO:0034284,response to monosaccharide,17,8.302650783935213,77,17/77,17/2939,60/21239,0.013136897221573218,1,0.06656711503945177,Up,5,5,FALSE,BP,gad1SALK_subVScont
GO:0046943,carboxylic acid transmembrane transporter activity,17,8.302650783935213,77,17/77,17/2939,60/21239,0.013136897221573218,1,0.06656711503945177,Up,4,6,FALSE,MF,gad1SALK_subVScont
GO:0070001,aspartic-type peptidase activity,17,8.302650783935213,77,17/77,17/2939,60/21239,0.013136897221573218,1,0.06656711503945177,Up,5,5,FALSE,MF,gad1SALK_subVScont
GO:2000280,regulation of root development,17,8.302650783935213,77,17/77,17/2939,60/21239,0.013136897221573218,1,0.06656711503945177,Up,4,7,FALSE,BP,gad1SALK_subVScont
GO:0010468,regulation of gene expression,409,360.8885540750506,3017,409/3017,409/2939,2608/21239,0.013419075861841687,1,0.06656711503945177,Up,4,5,FALSE,BP,gad1SALK_subVScont
GO:0015085,calcium ion transmembrane transporter activity,15,7.057253166344932,66,15/66,15/2939,51/21239,0.0134724108055421,1,0.06656711503945177,Up,6,7,FALSE,MF,gad1SALK_subVScont
GO:1901565,organonitrogen compound catabolic process,127,100.04694194641932,850,127/850,127/2939,723/21239,0.01385386091672996,1,0.06656711503945177,Up,4,4,FALSE,BP,gad1SALK_subVScont
GO:0046777,protein autophosphorylation,35,21.725269551297142,192,35/192,35/2939,157/21239,0.014154976555514325,1,0.06656711503945177,Up,7,8,FALSE,BP,gad1SALK_subVScont
GO:0016762,xyloglucan:xyloglucosyl transferase activity,9,3.3210603135740855,33,9/33,9/2939,24/21239,0.014475501483265978,1,0.06656711503945177,Up,6,6,TRUE,MF,gad1SALK_subVScont
GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives",9,3.3210603135740855,33,9/33,9/2939,24/21239,0.014475501483265978,1,0.06656711503945177,Up,4,4,FALSE,MF,gad1SALK_subVScont
GO:0007584,response to nutrient,5,1.1070201045246952,13,5/13,5/2939,8/21239,0.01466338879264064,1,0.06656711503945177,Up,3,5,FALSE,BP,gad1SALK_subVScont
GO:0034045,phagophore assembly site membrane,5,1.1070201045246952,13,5/13,5/2939,8/21239,0.01466338879264064,1,0.06656711503945177,Up,3,4,FALSE,CC,gad1SALK_subVScont
GO:0042436,indole-containing compound catabolic process,5,1.1070201045246952,13,5/13,5/2939,8/21239,0.01466338879264064,1,0.06656711503945177,Up,5,5,FALSE,BP,gad1SALK_subVScont
GO:0001726,ruffle,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,3,4,FALSE,CC,gad1SALK_subVScont
GO:0002119,nematode larval development,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,4,6,FALSE,BP,gad1SALK_subVScont
GO:0002164,larval development,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,3,5,FALSE,BP,gad1SALK_subVScont
GO:0003995,acyl-CoA dehydrogenase activity,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,4,4,FALSE,MF,gad1SALK_subVScont
GO:0004657,proline dehydrogenase activity,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,4,4,TRUE,MF,gad1SALK_subVScont
GO:0006210,thymine catabolic process,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,7,9,TRUE,BP,gad1SALK_subVScont
GO:0010045,response to nickel cation,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,5,FALSE,BP,gad1SALK_subVScont
GO:0010201,response to continuous far red light stimulus by the high-irradiance response system,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,7,7,TRUE,BP,gad1SALK_subVScont
GO:0010365,positive regulation of ethylene biosynthetic process,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,10,TRUE,BP,gad1SALK_subVScont
GO:0010421,hydrogen peroxide-mediated programmed cell death,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,9,FALSE,BP,gad1SALK_subVScont
GO:0015146,pentose transmembrane transporter activity,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,6,6,FALSE,MF,gad1SALK_subVScont
GO:0015750,pentose transmembrane transport,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,8,FALSE,BP,gad1SALK_subVScont
GO:0019786,Atg8-specific protease activity,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,7,7,TRUE,MF,gad1SALK_subVScont
GO:0019859,thymine metabolic process,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,6,8,FALSE,BP,gad1SALK_subVScont
GO:0031115,negative regulation of microtubule polymerization,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,10,FALSE,BP,gad1SALK_subVScont
GO:0031117,positive regulation of microtubule depolymerization,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,10,TRUE,BP,gad1SALK_subVScont
GO:0031252,cell leading edge,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,2,2,FALSE,CC,gad1SALK_subVScont
GO:0031253,cell projection membrane,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,4,5,FALSE,CC,gad1SALK_subVScont
GO:0031256,leading edge membrane,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,2,4,FALSE,CC,gad1SALK_subVScont
GO:0031337,positive regulation of sulfur amino acid metabolic process,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,9,FALSE,BP,gad1SALK_subVScont
GO:0031344,regulation of cell projection organization,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,4,5,FALSE,BP,gad1SALK_subVScont
GO:0031529,ruffle organization,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,6,6,FALSE,BP,gad1SALK_subVScont
GO:0032587,ruffle membrane,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,3,6,TRUE,CC,gad1SALK_subVScont
GO:0036474,cell death in response to hydrogen peroxide,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,4,8,FALSE,BP,gad1SALK_subVScont
GO:0047782,coniferin beta-glucosidase activity,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,7,7,TRUE,MF,gad1SALK_subVScont
GO:0060491,regulation of cell projection assembly,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,4,6,FALSE,BP,gad1SALK_subVScont
GO:0061062,regulation of nematode larval development,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,4,7,FALSE,BP,gad1SALK_subVScont
GO:0071211,protein targeting to vacuole involved in autophagy,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,4,11,FALSE,BP,gad1SALK_subVScont
GO:0071366,cellular response to indolebutyric acid stimulus,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,7,TRUE,BP,gad1SALK_subVScont
GO:0097178,ruffle assembly,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,7,7,FALSE,BP,gad1SALK_subVScont
GO:0097243,flavonoid binding,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,2,2,FALSE,MF,gad1SALK_subVScont
GO:0120031,plasma membrane bounded cell projection assembly,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,6,6,FALSE,BP,gad1SALK_subVScont
GO:0120032,regulation of plasma membrane bounded cell projection assembly,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,7,FALSE,BP,gad1SALK_subVScont
GO:0120035,regulation of plasma membrane bounded cell projection organization,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,6,FALSE,BP,gad1SALK_subVScont
GO:0120036,plasma membrane bounded cell projection organization,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,5,FALSE,BP,gad1SALK_subVScont
GO:1900027,regulation of ruffle assembly,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,6,8,FALSE,BP,gad1SALK_subVScont
GO:1900910,positive regulation of olefin metabolic process,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,3,5,FALSE,BP,gad1SALK_subVScont
GO:1900913,positive regulation of olefin biosynthetic process,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,4,6,FALSE,BP,gad1SALK_subVScont
GO:1901406,positive regulation of tetrapyrrole catabolic process,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,7,FALSE,BP,gad1SALK_subVScont
GO:1903648,positive regulation of chlorophyll catabolic process,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,5,9,TRUE,BP,gad1SALK_subVScont
GO:2001147,camalexin binding,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,3,3,TRUE,MF,gad1SALK_subVScont
GO:2001227,quercitrin binding,2,0,2,2/2,2/2939,0/21239,0.014771635880448827,1,0.06656711503945177,Up,3,4,TRUE,MF,gad1SALK_subVScont
GO:0006572,tyrosine catabolic process,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,6,9,FALSE,BP,gad1SALK_subVScont
GO:0008526,phosphatidylinositol transfer activity,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,5,5,TRUE,MF,gad1SALK_subVScont
GO:0010726,positive regulation of hydrogen peroxide metabolic process,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,5,7,FALSE,BP,gad1SALK_subVScont
GO:0015189,L-lysine transmembrane transporter activity,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,5,9,FALSE,MF,gad1SALK_subVScont
GO:0016107,sesquiterpenoid catabolic process,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,7,8,FALSE,BP,gad1SALK_subVScont
GO:0016237,lysosomal microautophagy,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,4,5,FALSE,BP,gad1SALK_subVScont
GO:0019441,tryptophan catabolic process to kynurenine,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,5,10,TRUE,BP,gad1SALK_subVScont
GO:0030242,autophagy of peroxisome,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,4,5,FALSE,BP,gad1SALK_subVScont
GO:0032104,regulation of response to extracellular stimulus,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,4,5,FALSE,BP,gad1SALK_subVScont
GO:0032107,regulation of response to nutrient levels,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,5,6,FALSE,BP,gad1SALK_subVScont
GO:0034727,piecemeal microautophagy of the nucleus,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,5,6,FALSE,BP,gad1SALK_subVScont
GO:0038199,ethylene receptor activity,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,3,3,FALSE,MF,gad1SALK_subVScont
GO:0043290,apocarotenoid catabolic process,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,6,7,FALSE,BP,gad1SALK_subVScont
GO:0045730,respiratory burst,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,2,2,FALSE,BP,gad1SALK_subVScont
GO:0045836,positive regulation of meiotic nuclear division,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,4,9,FALSE,BP,gad1SALK_subVScont
GO:0046345,abscisic acid catabolic process,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,5,9,TRUE,BP,gad1SALK_subVScont
GO:0051091,positive regulation of DNA-binding transcription factor activity,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,2,12,FALSE,BP,gad1SALK_subVScont
GO:0051740,ethylene binding,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,3,3,TRUE,MF,gad1SALK_subVScont
GO:0051938,L-glutamate import,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,5,10,FALSE,BP,gad1SALK_subVScont
GO:0072328,alkene binding,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,2,2,FALSE,MF,gad1SALK_subVScont
GO:0120256,olefinic compound catabolic process,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,NA,NA,NA,NA,gad1SALK_subVScont
GO:0140426,PAMP-triggered immunity signalling pathway,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,4,11,TRUE,BP,gad1SALK_subVScont
GO:1901334,lactone metabolic process,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,4,4,FALSE,BP,gad1SALK_subVScont
GO:1901336,lactone biosynthetic process,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,5,5,FALSE,BP,gad1SALK_subVScont
GO:1901600,strigolactone metabolic process,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,3,8,FALSE,BP,gad1SALK_subVScont
GO:1901601,strigolactone biosynthetic process,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,4,9,TRUE,BP,gad1SALK_subVScont
GO:1902022,L-lysine transport,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,5,10,FALSE,BP,gad1SALK_subVScont
GO:1903401,L-lysine transmembrane transport,3,0.2767550261311738,5,3/5,3/2939,2/21239,0.014834848663679477,1,0.06656711503945177,Up,4,11,FALSE,BP,gad1SALK_subVScont
GO:0004620,phospholipase activity,14,6.365365601016997,60,14/60,14/2939,46/21239,0.015295092994570077,1,0.06837003989547312,Up,5,5,FALSE,MF,gad1SALK_subVScont
