GO_term,Descrip,DECount,Expect,N,DEGsRatio,GeneRatio,BgRatio,p,adjP,FDR,Expr,shortest_path,longest_path,terminal_node,ontology,Group
GO:0007062,sister chromatid cohesion,10,4.769015920305372,48,10/48,10/2696,38/21482,0.06049922018251733,1,0.1843676508289306,Down,3,7,FALSE,BP,wt_subVScont
GO:0030863,cortical cytoskeleton,10,4.769015920305372,48,10/48,10/2696,38/21482,0.06049922018251733,1,0.1843676508289306,Down,4,6,FALSE,CC,wt_subVScont
GO:0006468,protein phosphorylation,163,139.80746671632065,1277,163/1277,163/2696,1114/21482,0.061143645064977374,1,0.1843676508289306,Down,6,7,FALSE,BP,wt_subVScont
GO:0048316,seed development,84,67.51922539800763,622,84/622,84/2696,538/21482,0.06126900490103855,1,0.1843676508289306,Down,3,8,FALSE,BP,wt_subVScont
GO:0065009,regulation of molecular function,96,78.06126059026161,718,96/718,96/2696,622/21482,0.06176044137385231,1,0.1843676508289306,Down,2,2,FALSE,BP,wt_subVScont
GO:0008106,alcohol dehydrogenase (NADP+) activity,4,1.2550041895540454,14,4/14,4/2696,10/21482,0.061898849419109704,1,0.1843676508289306,Down,6,6,FALSE,MF,wt_subVScont
GO:0009704,de-etiolation,4,1.2550041895540454,14,4/14,4/2696,10/21482,0.061898849419109704,1,0.1843676508289306,Down,4,7,TRUE,BP,wt_subVScont
GO:0010005,"cortical microtubule, transverse to long axis",4,1.2550041895540454,14,4/14,4/2696,10/21482,0.061898849419109704,1,0.1843676508289306,Down,5,10,TRUE,CC,wt_subVScont
GO:0018904,ether metabolic process,4,1.2550041895540454,14,4/14,4/2696,10/21482,0.061898849419109704,1,0.1843676508289306,Down,3,3,FALSE,BP,wt_subVScont
GO:0019430,removal of superoxide radicals,4,1.2550041895540454,14,4/14,4/2696,10/21482,0.061898849419109704,1,0.1843676508289306,Down,4,9,FALSE,BP,wt_subVScont
GO:0044766,multi-organism transport,4,1.2550041895540454,14,4/14,4/2696,10/21482,0.061898849419109704,1,0.1843676508289306,Down,3,4,FALSE,BP,wt_subVScont
GO:0045833,negative regulation of lipid metabolic process,4,1.2550041895540454,14,4/14,4/2696,10/21482,0.061898849419109704,1,0.1843676508289306,Down,3,6,FALSE,BP,wt_subVScont
GO:0046794,transport of virus,4,1.2550041895540454,14,4/14,4/2696,10/21482,0.061898849419109704,1,0.1843676508289306,Down,4,5,FALSE,BP,wt_subVScont
GO:0071450,cellular response to oxygen radical,4,1.2550041895540454,14,4/14,4/2696,10/21482,0.061898849419109704,1,0.1843676508289306,Down,5,7,FALSE,BP,wt_subVScont
GO:0071451,cellular response to superoxide,4,1.2550041895540454,14,4/14,4/2696,10/21482,0.061898849419109704,1,0.1843676508289306,Down,6,8,FALSE,BP,wt_subVScont
GO:1902579,multi-organism localization,4,1.2550041895540454,14,4/14,4/2696,10/21482,0.061898849419109704,1,0.1843676508289306,Down,2,2,FALSE,BP,wt_subVScont
GO:0010026,trichome differentiation,16,9.287031002699935,90,16/90,16/2696,74/21482,0.062035107120729745,1,0.1843676508289306,Down,4,5,FALSE,BP,wt_subVScont
GO:0015994,chlorophyll metabolic process,16,9.287031002699935,90,16/90,16/2696,74/21482,0.062035107120729745,1,0.1843676508289306,Down,5,6,FALSE,BP,wt_subVScont
GO:0006778,porphyrin-containing compound metabolic process,18,11.044036868075597,106,18/106,18/2696,88/21482,0.06281043597793447,1,0.1843676508289306,Down,4,5,FALSE,BP,wt_subVScont
GO:0003333,amino acid transmembrane transport,10,4.894516339260776,49,10/49,10/2696,39/21482,0.06314208148919306,1,0.1843676508289306,Down,5,9,FALSE,BP,wt_subVScont
GO:0010162,seed dormancy process,10,4.894516339260776,49,10/49,10/2696,39/21482,0.06314208148919306,1,0.1843676508289306,Down,2,10,FALSE,BP,wt_subVScont
GO:0010214,seed coat development,10,4.894516339260776,49,10/49,10/2696,39/21482,0.06314208148919306,1,0.1843676508289306,Down,3,9,FALSE,BP,wt_subVScont
GO:0022611,dormancy process,10,4.894516339260776,49,10/49,10/2696,39/21482,0.06314208148919306,1,0.1843676508289306,Down,2,2,FALSE,BP,wt_subVScont
GO:0002215,defense response to nematode,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,4,6,FALSE,BP,wt_subVScont
GO:0003896,DNA primase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,6,8,TRUE,MF,wt_subVScont
GO:0004645,"1,4-alpha-oligoglucan phosphorylase activity",2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,FALSE,MF,wt_subVScont
GO:0006023,aminoglycan biosynthetic process,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,FALSE,BP,wt_subVScont
GO:0006024,glycosaminoglycan biosynthetic process,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,6,6,FALSE,BP,wt_subVScont
GO:0006065,UDP-glucuronate biosynthetic process,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,8,TRUE,BP,wt_subVScont
GO:0009515,granal stacked thylakoid,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,3,8,TRUE,CC,wt_subVScont
GO:0009542,granum,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,2,7,FALSE,CC,wt_subVScont
GO:0010007,magnesium chelatase complex,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,3,7,TRUE,CC,wt_subVScont
GO:0010295,(+)-abscisic acid 8'-hydroxylase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,TRUE,MF,wt_subVScont
GO:0010326,methionine-oxo-acid transaminase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,FALSE,MF,wt_subVScont
GO:0010334,sesquiterpene synthase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,6,6,FALSE,MF,wt_subVScont
GO:0010451,floral meristem growth,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,3,9,FALSE,BP,wt_subVScont
GO:0015141,succinate transmembrane transporter activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,7,9,FALSE,MF,wt_subVScont
GO:0015173,aromatic amino acid transmembrane transporter activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,6,8,FALSE,MF,wt_subVScont
GO:0015714,phosphoenolpyruvate transport,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,6,9,FALSE,BP,wt_subVScont
GO:0015744,succinate transport,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,10,FALSE,BP,wt_subVScont
GO:0015928,fucosidase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,FALSE,MF,wt_subVScont
GO:0016165,linoleate 13S-lipoxygenase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,TRUE,MF,wt_subVScont
GO:0016999,antibiotic metabolic process,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,4,4,FALSE,BP,wt_subVScont
GO:0017040,N-acylsphingosine amidohydrolase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,FALSE,MF,wt_subVScont
GO:0017144,drug metabolic process,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,3,3,FALSE,BP,wt_subVScont
GO:0019627,urea metabolic process,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,3,5,FALSE,BP,wt_subVScont
GO:0019878,lysine biosynthetic process via aminoadipic acid,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,8,11,FALSE,BP,wt_subVScont
GO:0030203,glycosaminoglycan metabolic process,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,FALSE,BP,wt_subVScont
GO:0031397,negative regulation of protein ubiquitination,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,7,11,FALSE,BP,wt_subVScont
GO:0031542,positive regulation of anthocyanin biosynthetic process,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,4,7,TRUE,BP,wt_subVScont
GO:0034722,gamma-glutamyl-peptidase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,7,7,TRUE,MF,wt_subVScont
GO:0036218,dTTP diphosphatase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,7,7,TRUE,MF,wt_subVScont
GO:0042178,xenobiotic catabolic process,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,4,6,FALSE,BP,wt_subVScont
GO:0043447,alkane biosynthetic process,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,4,4,FALSE,BP,wt_subVScont
GO:0045128,negative regulation of reciprocal meiotic recombination,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,4,11,FALSE,BP,wt_subVScont
GO:0045430,chalcone isomerase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,4,4,TRUE,MF,wt_subVScont
GO:0045717,negative regulation of fatty acid biosynthetic process,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,10,FALSE,BP,wt_subVScont
GO:0046524,sucrose-phosphate synthase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,6,7,TRUE,MF,wt_subVScont
GO:0046741,"transport of virus in host, tissue to tissue",2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,6,7,TRUE,BP,wt_subVScont
GO:0047498,calcium-dependent phospholipase A2 activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,6,7,TRUE,MF,wt_subVScont
GO:0050284,sinapate 1-glucosyltransferase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,6,7,TRUE,MF,wt_subVScont
GO:0051511,negative regulation of unidimensional cell growth,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,4,7,FALSE,BP,wt_subVScont
GO:0052902,spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,TRUE,MF,wt_subVScont
GO:0052903,N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,TRUE,MF,wt_subVScont
GO:0055073,cadmium ion homeostasis,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,8,9,FALSE,BP,wt_subVScont
GO:0055129,L-proline biosynthetic process,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,4,11,TRUE,BP,wt_subVScont
GO:0060772,leaf phyllotactic patterning,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,6,8,TRUE,BP,wt_subVScont
GO:0070330,aromatase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,TRUE,MF,wt_subVScont
GO:0071422,succinate transmembrane transport,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,4,11,FALSE,BP,wt_subVScont
GO:0080116,glucuronoxylan glucuronosyltransferase activity,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,6,6,TRUE,MF,wt_subVScont
GO:0080119,ER body organization,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,TRUE,BP,wt_subVScont
GO:0090628,plant epidermal cell fate specification,2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,4,6,FALSE,BP,wt_subVScont
GO:0102567,"phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)",2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,TRUE,MF,wt_subVScont
GO:0102568,"phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)",2,0.25100083791080907,4,2/4,2/2696,2/21482,0.0639597605450777,1,0.1843676508289306,Down,5,5,TRUE,MF,wt_subVScont
GO:0008327,methyl-CpG binding,5,1.8825062843310678,20,5/20,5/2696,15/21482,0.06396639256515779,1,0.1843676508289306,Down,4,6,TRUE,MF,wt_subVScont
GO:0010052,guard cell differentiation,5,1.8825062843310678,20,5/20,5/2696,15/21482,0.06396639256515779,1,0.1843676508289306,Down,5,8,FALSE,BP,wt_subVScont
GO:0030307,positive regulation of cell growth,5,1.8825062843310678,20,5/20,5/2696,15/21482,0.06396639256515779,1,0.1843676508289306,Down,3,6,FALSE,BP,wt_subVScont
GO:0051555,flavonol biosynthetic process,5,1.8825062843310678,20,5/20,5/2696,15/21482,0.06396639256515779,1,0.1843676508289306,Down,5,6,FALSE,BP,wt_subVScont
GO:0071370,cellular response to gibberellin stimulus,16,9.41253142165534,91,16/91,16/2696,75/21482,0.06402268627454333,1,0.18438120930315702,Down,5,6,FALSE,BP,wt_subVScont
GO:0009791,post-embryonic development,202,176.20258821338794,1606,202/1606,202/2696,1404/21482,0.06474001771524451,1,0.18629695919024467,Down,2,4,FALSE,BP,wt_subVScont
GO:0015698,inorganic anion transport,24,15.562051950470162,148,24/148,24/2696,124/21482,0.0648762531726377,1,0.18653880035318354,Down,6,6,FALSE,BP,wt_subVScont
GO:0050793,regulation of developmental process,104,85.59128572758588,786,104/786,104/2696,682/21482,0.06501903609851091,1,0.18679906351774758,Down,2,3,FALSE,BP,wt_subVScont
GO:0033013,tetrapyrrole metabolic process,18,11.169537287031003,107,18/107,18/2696,89/21482,0.06526558079523533,1,0.1873567757125872,Down,4,4,FALSE,BP,wt_subVScont
GO:0016106,sesquiterpenoid biosynthetic process,8,3.7650125686621356,38,8/38,8/2696,30/21482,0.06615222689069633,1,0.189445560021914,Down,6,8,FALSE,BP,wt_subVScont
GO:1905039,carboxylic acid transmembrane transport,14,7.906526394190485,77,14/77,14/2696,63/21482,0.06640225741983623,1,0.1900093418883064,Down,4,8,FALSE,BP,wt_subVScont
GO:0009607,response to biotic stimulus,187,162.52304254724885,1482,187/1482,187/2696,1295/21482,0.06696692114875764,1,0.19131876593577923,Down,2,2,FALSE,BP,wt_subVScont
GO:0048511,rhythmic process,24,15.81305278838097,150,24/150,24/2696,126/21482,0.0673836481812732,1,0.19220204197914637,Down,1,1,FALSE,BP,wt_subVScont
GO:0009850,auxin metabolic process,14,8.03202681314589,78,14/78,14/2696,64/21482,0.06896814915079826,1,0.19471184833977684,Down,3,5,FALSE,BP,wt_subVScont
GO:0048528,post-embryonic root development,24,15.938553207336374,151,24/151,24/2696,127/21482,0.06897405377837508,1,0.19471184833977684,Down,4,7,FALSE,BP,wt_subVScont
GO:0019953,sexual reproduction,34,23.970580020482263,225,34/225,34/2696,191/21482,0.06937008842796494,1,0.19471184833977684,Down,2,4,FALSE,BP,wt_subVScont
GO:0044703,multi-organism reproductive process,34,23.970580020482263,225,34/225,34/2696,191/21482,0.06937008842796494,1,0.19471184833977684,Down,2,3,FALSE,BP,wt_subVScont
GO:0001672,regulation of chromatin assembly or disassembly,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,6,8,FALSE,BP,wt_subVScont
GO:0003885,"D-arabinono-1,4-lactone oxidase activity",3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,5,5,TRUE,MF,wt_subVScont
GO:0004024,"alcohol dehydrogenase activity, zinc-dependent",3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,7,7,TRUE,MF,wt_subVScont
GO:0004435,phosphatidylinositol phospholipase C activity,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,7,7,TRUE,MF,wt_subVScont
GO:0006591,ornithine metabolic process,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,5,8,FALSE,BP,wt_subVScont
GO:0008172,S-methyltransferase activity,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,5,5,FALSE,MF,wt_subVScont
GO:0009099,valine biosynthetic process,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,6,9,TRUE,BP,wt_subVScont
GO:0016161,beta-amylase activity,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,6,6,TRUE,MF,wt_subVScont
GO:0016713,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen",3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,4,4,FALSE,MF,wt_subVScont
GO:0032261,purine nucleotide salvage,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,5,10,FALSE,BP,wt_subVScont
GO:0035067,negative regulation of histone acetylation,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,7,13,FALSE,BP,wt_subVScont
GO:0043101,purine-containing compound salvage,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,4,6,FALSE,BP,wt_subVScont
GO:0051903,S-(hydroxymethyl)glutathione dehydrogenase activity,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,5,5,TRUE,MF,wt_subVScont
GO:0102229,amylopectin maltohydrolase activity,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,5,5,TRUE,MF,wt_subVScont
GO:1901984,negative regulation of protein acetylation,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,6,10,FALSE,BP,wt_subVScont
GO:1905784,regulation of anaphase-promoting complex-dependent catabolic process,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,8,12,FALSE,BP,wt_subVScont
GO:1905786,positive regulation of anaphase-promoting complex-dependent catabolic process,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,8,13,TRUE,BP,wt_subVScont
GO:1990757,ubiquitin ligase activator activity,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,5,5,TRUE,MF,wt_subVScont
GO:2000757,negative regulation of peptidyl-lysine acetylation,3,0.7530025137324271,9,3/9,3/2696,6/21482,0.0695165972248336,1,0.19471184833977684,Down,7,11,FALSE,BP,wt_subVScont
GO:0019842,vitamin binding,24,16.06405362629178,152,24/152,24/2696,128/21482,0.07078803376814738,1,0.19749916681292642,Down,3,3,FALSE,MF,wt_subVScont
GO:0009308,amine metabolic process,22,14.056046923005306,134,22/134,22/2696,112/21482,0.07152852808310246,1,0.1993874343007417,Down,4,4,FALSE,BP,wt_subVScont
GO:1903825,organic acid transmembrane transport,14,8.157527232101295,79,14/79,14/2696,65/21482,0.07195947598243474,1,0.20014254253791575,Down,3,6,FALSE,BP,wt_subVScont
GO:1901568,fatty acid derivative metabolic process,8,3.8905129876175404,39,8/39,8/2696,31/21482,0.07261859296526978,1,0.20179139294902135,Down,3,3,FALSE,BP,wt_subVScont
GO:0009739,response to gibberellin,22,14.18154734196071,135,22/135,22/2696,113/21482,0.07266522739938178,1,0.20179139294902135,Down,4,5,FALSE,BP,wt_subVScont
GO:0015995,chlorophyll biosynthetic process,12,6.65152220463644,65,12/65,12/2696,53/21482,0.07300417690801243,1,0.20226118470483445,Down,4,7,FALSE,BP,wt_subVScont
GO:0022804,active transmembrane transporter activity,64,50.20016758216181,464,64/464,64/2696,400/21482,0.0735584537744464,1,0.2036237531435731,Down,3,3,FALSE,MF,wt_subVScont
GO:0050790,regulation of catalytic activity,91,74.42174844055488,684,91/684,91/2696,593/21482,0.07375873719411956,1,0.20387759221328947,Down,3,3,FALSE,BP,wt_subVScont
GO:0008652,cellular amino acid biosynthetic process,35,24.849082953170097,233,35/233,35/2696,198/21482,0.07424998138536358,1,0.20507684194071826,Down,4,7,FALSE,BP,wt_subVScont
GO:0080147,root hair cell development,17,10.291034354343171,99,17/99,17/2696,82/21482,0.07555253508532464,1,0.20819179675786448,Down,4,12,FALSE,BP,wt_subVScont
GO:0042445,hormone metabolic process,25,16.817056140024206,159,25/159,25/2696,134/21482,0.07561180772055777,1,0.20819460769897802,Down,2,4,FALSE,BP,wt_subVScont
GO:0060918,auxin transport,19,12.17354063867424,116,19/116,19/2696,97/21482,0.07628625137417659,1,0.20902171375524176,Down,5,5,FALSE,BP,wt_subVScont
GO:0016679,"oxidoreductase activity, acting on diphenols and related substances as donors",7,3.0120100549297084,31,7/31,7/2696,24/21482,0.07628755501443797,1,0.20902171375524176,Down,3,3,FALSE,MF,wt_subVScont
GO:0005504,fatty acid binding,5,2.0080067032864726,21,5/21,5/2696,16/21482,0.07655551855221361,1,0.20902171375524176,Down,3,6,FALSE,MF,wt_subVScont
GO:0006525,arginine metabolic process,5,2.0080067032864726,21,5/21,5/2696,16/21482,0.07655551855221361,1,0.20902171375524176,Down,6,9,FALSE,BP,wt_subVScont
GO:0008146,sulfotransferase activity,5,2.0080067032864726,21,5/21,5/2696,16/21482,0.07655551855221361,1,0.20902171375524176,Down,4,4,FALSE,MF,wt_subVScont
GO:0010030,positive regulation of seed germination,5,2.0080067032864726,21,5/21,5/2696,16/21482,0.07655551855221361,1,0.20902171375524176,Down,3,8,TRUE,BP,wt_subVScont
GO:0019253,reductive pentose-phosphate cycle,5,2.0080067032864726,21,5/21,5/2696,16/21482,0.07655551855221361,1,0.20902171375524176,Down,4,6,FALSE,BP,wt_subVScont
GO:0019685,"photosynthesis, dark reaction",5,2.0080067032864726,21,5/21,5/2696,16/21482,0.07655551855221361,1,0.20902171375524176,Down,4,5,FALSE,BP,wt_subVScont
GO:0051553,flavone biosynthetic process,5,2.0080067032864726,21,5/21,5/2696,16/21482,0.07655551855221361,1,0.20902171375524176,Down,4,5,FALSE,BP,wt_subVScont
GO:0051554,flavonol metabolic process,5,2.0080067032864726,21,5/21,5/2696,16/21482,0.07655551855221361,1,0.20902171375524176,Down,4,5,FALSE,BP,wt_subVScont
GO:0051701,biological process involved in interaction with host,5,2.0080067032864726,21,5/21,5/2696,16/21482,0.07655551855221361,1,0.20902171375524176,Down,3,3,FALSE,BP,wt_subVScont
GO:0004033,aldo-keto reductase (NADP) activity,4,1.3805046085094497,15,4/15,4/2696,11/21482,0.0772204646287593,1,0.2101949280907736,Down,5,5,FALSE,MF,wt_subVScont
GO:0006549,isoleucine metabolic process,4,1.3805046085094497,15,4/15,4/2696,11/21482,0.0772204646287593,1,0.2101949280907736,Down,5,8,FALSE,BP,wt_subVScont
GO:0008131,primary amine oxidase activity,4,1.3805046085094497,15,4/15,4/2696,11/21482,0.0772204646287593,1,0.2101949280907736,Down,5,5,TRUE,MF,wt_subVScont
GO:0009097,isoleucine biosynthetic process,4,1.3805046085094497,15,4/15,4/2696,11/21482,0.0772204646287593,1,0.2101949280907736,Down,6,9,FALSE,BP,wt_subVScont
GO:0016740,transferase activity,511,473.3875802997859,4283,511/4283,511/2696,3772/21482,0.07734362660374706,1,0.2103093262468761,Down,2,2,FALSE,MF,wt_subVScont
GO:0007389,pattern specification process,32,22.590075411972816,212,32/212,32/2696,180/21482,0.07837642121448228,1,0.21285511354145872,Down,2,4,FALSE,BP,wt_subVScont
GO:0015718,monocarboxylic acid transport,8,4.016013406572945,40,8/40,8/2696,32/21482,0.07986432935864478,1,0.21607502886282848,Down,7,8,FALSE,BP,wt_subVScont
GO:1901681,sulfur compound binding,8,4.016013406572945,40,8/40,8/2696,32/21482,0.07986432935864478,1,0.21607502886282848,Down,2,2,FALSE,MF,wt_subVScont
GO:0042168,heme metabolic process,7,3.137510473885113,32,7/32,7/2696,25/21482,0.08163867346957089,1,0.2203750898642344,Down,3,6,FALSE,BP,wt_subVScont
GO:0030234,enzyme regulator activity,78,62.87570989665767,579,78/579,78/2696,501/21482,0.08185876438210345,1,0.22063591546126526,Down,2,2,FALSE,MF,wt_subVScont
GO:0015979,photosynthesis,40,29.492598454520063,275,40/275,40/2696,235/21482,0.08201985660297227,1,0.22090351733159222,Down,3,3,FALSE,BP,wt_subVScont
GO:0008283,cell population proliferation,15,8.91052974583372,86,15/86,15/2696,71/21482,0.08281804538699962,1,0.222215986646499,Down,2,2,FALSE,BP,wt_subVScont
GO:0009740,gibberellic acid mediated signaling pathway,15,8.91052974583372,86,15/86,15/2696,71/21482,0.08281804538699962,1,0.222215986646499,Down,5,8,FALSE,BP,wt_subVScont
GO:0051128,regulation of cellular component organization,58,45.18015082394563,418,58/418,58/2696,360/21482,0.08402347171983596,1,0.2247753652145911,Down,3,4,FALSE,BP,wt_subVScont
GO:0010476,gibberellin mediated signaling pathway,15,9.036030164789127,87,15/87,15/2696,72/21482,0.08522773564333316,1,0.22714685099871196,Down,4,7,FALSE,BP,wt_subVScont
GO:0031977,thylakoid lumen,13,7.404524718368867,72,13/72,13/2696,59/21482,0.08727743943216607,1,0.23163295555311816,Down,2,3,FALSE,CC,wt_subVScont
GO:0097237,cellular response to toxic substance,30,21.08407038450796,198,30/198,30/2696,168/21482,0.08762740542088002,1,0.23232963425387623,Down,4,4,FALSE,BP,wt_subVScont
GO:0031109,microtubule polymerization or depolymerization,7,3.2630108928405175,33,7/33,7/2696,26/21482,0.08807671193430422,1,0.23317493959496538,Down,4,7,FALSE,BP,wt_subVScont
GO:0010154,fruit development,87,71.53523880458057,657,87/657,87/2696,570/21482,0.08951722956748605,1,0.23646310308514054,Down,4,7,FALSE,BP,wt_subVScont
GO:0015171,amino acid transmembrane transporter activity,9,4.518015082394563,45,9/45,9/2696,36/21482,0.08997141960951255,1,0.23721362897550033,Down,5,7,FALSE,MF,wt_subVScont
GO:0010345,suberin biosynthetic process,5,2.133507122241877,22,5/22,5/2696,17/21482,0.09037443779666818,1,0.23721362897550033,Down,5,6,TRUE,BP,wt_subVScont
GO:0000160,phosphorelay signal transduction system,38,27.861093008099804,260,38/260,38/2696,222/21482,0.09109539329721655,1,0.23721362897550033,Down,4,6,FALSE,BP,wt_subVScont
